FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PCTWAITING
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Examination Under Anaesthetic,0,23,0
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Facial Bone Reconstruction,6,32,0.157894737
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Fracture Repair,0,7,0
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Hip Replacement,85,108,0.440414508
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Knee Replacement,195,232,0.456674473
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Nasal Surgery,6,27,0.181818182
2015,Fraser,LANGLEY MEMORIAL HOSPITAL,Tendon Surgery,0,0,1
2015,Fraser,PATTISON OUTPATIENT CENTRE,Bladder Surgery,43,141,0.233695652
2015,Fraser,PATTISON OUTPATIENT CENTRE,Cholecystectomy,75,360,0.172413793
2015,Fraser,PATTISON OUTPATIENT CENTRE,Dental Surgery,7,35,0.166666667
2015,Fraser,PATTISON OUTPATIENT CENTRE,Examination Under Anaesthetic,6,7,0.461538462
2015,Fraser,PATTISON OUTPATIENT CENTRE,Fracture Repair,8,24,0.25
2015,Fraser,PATTISON OUTPATIENT CENTRE,Hand/Wrist Surgery,15,16,0.483870968
2015,Fraser,PATTISON OUTPATIENT CENTRE,Nasal Surgery,163,298,0.353579176
2015,Fraser,PATTISON OUTPATIENT CENTRE,Nerve Surgery,9,13,0.409090909
2015,Fraser,PATTISON OUTPATIENT CENTRE,Tendon Surgery,11,23,0.323529412
2015,Fraser,PEACE ARCH HOSPITAL,Bladder Surgery,13,115,0.1015625
2015,Fraser,PEACE ARCH HOSPITAL,Cataract Surgery,501,944,0.346712803
2015,Fraser,PEACE ARCH HOSPITAL,Cholecystectomy,56,147,0.275862069
2015,Fraser,PEACE ARCH HOSPITAL,Dental Surgery,0,17,0
2015,Fraser,PEACE ARCH HOSPITAL,Examination Under Anaesthetic,6,9,0.4
2015,Fraser,PEACE ARCH HOSPITAL,Facial Bone Reconstruction,7,24,0.225806452
2015,Fraser,PEACE ARCH HOSPITAL,Fracture Repair,0,6,0
2015,Fraser,PEACE ARCH HOSPITAL,Hand/Wrist Surgery,0,9,0
2015,Fraser,PEACE ARCH HOSPITAL,Hip Replacement,111,101,0.523584906
2015,Fraser,PEACE ARCH HOSPITAL,Knee Replacement,238,190,0.556074766
2015,Fraser,PEACE ARCH HOSPITAL,Nasal Surgery,21,68,0.235955056
2015,Fraser,PEACE ARCH HOSPITAL,Nerve Surgery,0,0,1
2015,Fraser,PEACE ARCH HOSPITAL,Tendon Surgery,0,11,0
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Bladder Surgery,5,49,0.092592593
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Cholecystectomy,8,67,0.106666667
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Cranial Surgery,19,288,0.061889251
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Dental Surgery,14,12,0.538461538
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Examination Under Anaesthetic,0,48,0
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Facial Bone Reconstruction,0,20,0
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Fracture Repair,6,430,0.013761468
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Hip Replacement,17,30,0.361702128
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Knee Replacement,47,72,0.394957983
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Nerve Surgery,0,45,0
2015,Fraser,ROYAL COLUMBIAN HOSPITAL,Tendon Surgery,0,93,0
2015,Interior,100 MILE DISTRICT GENERAL HOSPITAL,Dental Surgery,7,18,0.28
2015,Interior,CARIBOO MEMORIAL HOSPITAL,Bladder Surgery,0,9,0
2015,Interior,CARIBOO MEMORIAL HOSPITAL,Cholecystectomy,0,68,0
2015,Interior,CARIBOO MEMORIAL HOSPITAL,Dental Surgery,0,6,0
2015,Interior,CRESTON VALLEY HOSPITAL,Dental Surgery,0,12,0
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Bladder Surgery,8,53,0.131147541
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Cataract Surgery,150,1567,0.087361677
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Cholecystectomy,23,92,0.2
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Dental Surgery,0,9,0
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Examination Under Anaesthetic,0,6,0
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Fracture Repair,0,19,0
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Hand/Wrist Surgery,9,37,0.195652174
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Hip Replacement,59,130,0.312169312
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Knee Replacement,80,163,0.329218107
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Nasal Surgery,59,92,0.390728477
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Nerve Surgery,0,8,0
2015,Interior,EAST KOOTENAY REGIONAL HOSPITAL,Tendon Surgery,0,8,0
2015,Interior,ELK VALLEY HOSPITAL,Cholecystectomy,0,9,0
2015,Interior,ELK VALLEY HOSPITAL,Dental Surgery,0,10,0
2015,Interior,ELK VALLEY HOSPITAL,Hand/Wrist Surgery,6,24,0.2
2015,Interior,GOLDEN AND DISTRICT GENERAL HOSPITAL,Cholecystectomy,0,6,0
2015,Interior,GOLDEN AND DISTRICT GENERAL HOSPITAL,Dental Surgery,0,0,1
2015,Interior,KELOWNA GENERAL HOSPITAL,Bladder Surgery,52,324,0.138297872
2015,Interior,KELOWNA GENERAL HOSPITAL,Cataract Surgery,670,1780,0.273469388
2015,Interior,KELOWNA GENERAL HOSPITAL,Cholecystectomy,88,233,0.274143302
2015,Interior,KELOWNA GENERAL HOSPITAL,Cranial Surgery,0,46,0
2015,Interior,KELOWNA GENERAL HOSPITAL,Dental Surgery,5,23,0.178571429
2015,Interior,KELOWNA GENERAL HOSPITAL,Facial Bone Reconstruction,9,55,0.140625
2015,Interior,KELOWNA GENERAL HOSPITAL,Fracture Repair,8,35,0.186046512
2015,Interior,KELOWNA GENERAL HOSPITAL,Hand/Wrist Surgery,26,35,0.426229508
2015,Interior,KELOWNA GENERAL HOSPITAL,Hip Replacement,335,442,0.431145431
2015,Interior,KELOWNA GENERAL HOSPITAL,Knee Replacement,630,567,0.526315789
2015,Interior,KELOWNA GENERAL HOSPITAL,Lung Surgery,6,98,0.057692308
2015,Interior,KELOWNA GENERAL HOSPITAL,Nasal Surgery,73,141,0.341121495
2015,Interior,KELOWNA GENERAL HOSPITAL,Nerve Surgery,8,40,0.166666667
2015,Interior,KELOWNA GENERAL HOSPITAL,Tendon Surgery,20,53,0.273972603
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Bladder Surgery,5,51,0.089285714
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Cholecystectomy,22,95,0.188034188
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Examination Under Anaesthetic,0,19,0
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Fracture Repair,6,18,0.25
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Hand/Wrist Surgery,27,43,0.385714286
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Hip Replacement,68,105,0.393063584
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Knee Replacement,102,163,0.38490566
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Nasal Surgery,18,53,0.253521127
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Nerve Surgery,5,18,0.217391304
2015,Interior,KOOTENAY BOUNDARY REGIONAL HOSPITAL,Tendon Surgery,0,20,0
2015,Interior,KOOTENAY LAKE HOSPITAL,Cataract Surgery,295,919,0.242998353
2015,Interior,KOOTENAY LAKE HOSPITAL,Dental Surgery,9,21,0.3
2015,Interior,KOOTENAY LAKE HOSPITAL,Hand/Wrist Surgery,6,9,0.4
2015,Interior,LILLOOET HOSPITAL AND HEALTH CENTRE,Dental Surgery,0,0,1
2015,Interior,PENTICTON REGIONAL HOSPITAL,Bladder Surgery,22,149,0.128654971
2015,Interior,PENTICTON REGIONAL HOSPITAL,Cholecystectomy,30,85,0.260869565
2015,Interior,PENTICTON REGIONAL HOSPITAL,Examination Under Anaesthetic,0,14,0
2015,Interior,PENTICTON REGIONAL HOSPITAL,Fracture Repair,0,6,0
2015,Interior,PENTICTON REGIONAL HOSPITAL,Hand/Wrist Surgery,22,67,0.247191011
2015,Interior,PENTICTON REGIONAL HOSPITAL,Hip Replacement,136,133,0.505576208
2015,Interior,PENTICTON REGIONAL HOSPITAL,Knee Replacement,260,179,0.592255125
2015,Interior,PENTICTON REGIONAL HOSPITAL,Nasal Surgery,22,61,0.265060241
2015,Interior,PENTICTON REGIONAL HOSPITAL,Nerve Surgery,0,6,0
2015,Interior,PLEASANT VALLEY HEALTH CENTRE,Cataract Surgery,1059,2347,0.310921903
2015,Interior,QUEEN VICTORIA HOSPITAL,Hand/Wrist Surgery,8,55,0.126984127
2015,Interior,ROYAL INLAND HOSPITAL,Bladder Surgery,62,234,0.209459459
2015,Interior,ROYAL INLAND HOSPITAL,Cataract Surgery,693,1899,0.267361111
2015,Interior,ROYAL INLAND HOSPITAL,Cholecystectomy,55,192,0.222672065
2015,Interior,ROYAL INLAND HOSPITAL,Cranial Surgery,0,33,0
2015,Interior,ROYAL INLAND HOSPITAL,Dental Surgery,76,167,0.312757202
2015,Interior,ROYAL INLAND HOSPITAL,Examination Under Anaesthetic,0,10,0
2015,Interior,ROYAL INLAND HOSPITAL,Fracture Repair,0,47,0
2015,Interior,ROYAL INLAND HOSPITAL,Hand/Wrist Surgery,22,61,0.265060241
2015,Interior,ROYAL INLAND HOSPITAL,Hip Replacement,236,264,0.472
2015,Interior,ROYAL INLAND HOSPITAL,Knee Replacement,326,369,0.469064748
2015,Interior,ROYAL INLAND HOSPITAL,Nasal Surgery,64,130,0.329896907
2015,Interior,ROYAL INLAND HOSPITAL,Nerve Surgery,160,238,0.40201005
2015,Interior,ROYAL INLAND HOSPITAL,Tendon Surgery,12,64,0.157894737
2015,Interior,SHUSWAP LAKE GENERAL HOSPITAL,Bladder Surgery,0,8,0
2015,Interior,SHUSWAP LAKE GENERAL HOSPITAL,Cholecystectomy,13,57,0.185714286
2015,Interior,SHUSWAP LAKE GENERAL HOSPITAL,Dental Surgery,0,5,0
2015,Interior,SHUSWAP LAKE GENERAL HOSPITAL,Hand/Wrist Surgery,23,98,0.190082645
2015,Interior,SHUSWAP LAKE GENERAL HOSPITAL,Nerve Surgery,6,49,0.109090909
2015,Interior,SUMMERLAND MEMORIAL HEALTH CENTRE,Cataract Surgery,614,1568,0.281393217
2015,Interior,SUMMERLAND MEMORIAL HEALTH CENTRE,Dental Surgery,26,54,0.325
2015,Interior,SUMMERLAND MEMORIAL HEALTH CENTRE,Nasal Surgery,35,110,0.24137931
2015,Interior,VERNON JUBILEE HOSPITAL,Bladder Surgery,16,112,0.125
2015,Interior,VERNON JUBILEE HOSPITAL,Cholecystectomy,30,146,0.170454545
2015,Interior,VERNON JUBILEE HOSPITAL,Dental Surgery,32,17,0.653061224
2015,Interior,VERNON JUBILEE HOSPITAL,Examination Under Anaesthetic,0,5,0
2015,Interior,VERNON JUBILEE HOSPITAL,Fracture Repair,7,5,0.583333333
2015,Interior,VERNON JUBILEE HOSPITAL,Hand/Wrist Surgery,9,39,0.1875
2015,Interior,VERNON JUBILEE HOSPITAL,Hip Replacement,110,210,0.34375
2015,Interior,VERNON JUBILEE HOSPITAL,Knee Replacement,302,327,0.480127186
2015,Interior,VERNON JUBILEE HOSPITAL,Nasal Surgery,43,29,0.597222222
2015,Interior,VERNON JUBILEE HOSPITAL,Nerve Surgery,0,0,1
2015,Interior,VERNON JUBILEE HOSPITAL,Tendon Surgery,11,6,0.647058824
2015,Northern,BULKLEY VALLEY DISTRICT HOSPITAL,Bladder Surgery,0,0,1
2015,Northern,BULKLEY VALLEY DISTRICT HOSPITAL,Cholecystectomy,0,8,0
2015,Northern,BULKLEY VALLEY DISTRICT HOSPITAL,Hand/Wrist Surgery,0,18,0
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Bladder Surgery,0,14,0
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Cholecystectomy,20,76,0.208333333
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Dental Surgery,0,0,1
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Fracture Repair,0,16,0
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Hip Replacement,40,27,0.597014925
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Knee Replacement,70,48,0.593220339
2015,Northern,DAWSON CREEK AND DISTRICT HOSPITAL,Nerve Surgery,0,19,0
2015,Northern,FORT ST JOHN GENERAL HOSPITAL,Cataract Surgery,108,269,0.286472149
2015,Northern,FORT ST JOHN GENERAL HOSPITAL,Cholecystectomy,7,48,0.127272727
2015,Northern,FORT ST JOHN GENERAL HOSPITAL,Hand/Wrist Surgery,7,23,0.233333333
2015,Northern,FORT ST JOHN GENERAL HOSPITAL,Nasal Surgery,0,6,0
2015,Northern,G.R. BAKER MEMORIAL HOSPITAL,Cholecystectomy,7,35,0.166666667
2015,Northern,G.R. BAKER MEMORIAL HOSPITAL,Dental Surgery,0,25,0
2015,Northern,G.R. BAKER MEMORIAL HOSPITAL,Examination Under Anaesthetic,0,0,1
2015,Northern,G.R. BAKER MEMORIAL HOSPITAL,Hand/Wrist Surgery,6,22,0.214285714
2015,Northern,G.R. BAKER MEMORIAL HOSPITAL,Nasal Surgery,0,11,0
2015,Northern,KITIMAT GENERAL HOSPITAL,Cholecystectomy,0,13,0
2015,Northern,KITIMAT GENERAL HOSPITAL,Fracture Repair,0,25,0
2015,Northern,KITIMAT GENERAL HOSPITAL,Hand/Wrist Surgery,8,11,0.421052632
2015,Northern,KITIMAT GENERAL HOSPITAL,Hip Replacement,10,21,0.322580645
2015,Northern,KITIMAT GENERAL HOSPITAL,Knee Replacement,30,62,0.326086957
2015,Northern,KITIMAT GENERAL HOSPITAL,Nasal Surgery,0,7,0
2015,Northern,MILLS MEMORIAL HOSPITAL,Bladder Surgery,0,14,0
2015,Northern,MILLS MEMORIAL HOSPITAL,Cataract Surgery,22,600,0.035369775
2015,Northern,MILLS MEMORIAL HOSPITAL,Examination Under Anaesthetic,0,6,0
2015,Northern,MILLS MEMORIAL HOSPITAL,Nasal Surgery,23,73,0.239583333
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Cholecystectomy,0,20,0
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Dental Surgery,0,16,0
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Examination Under Anaesthetic,0,0,1
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Hip Replacement,0,15,0
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Knee Replacement,0,46,0
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Nasal Surgery,0,24,0
2015,Northern,PRINCE RUPERT REGIONAL HOSPITAL,Tendon Surgery,0,17,0
2015,Northern,ST. JOHN HOSPITAL,Hand/Wrist Surgery,9,17,0.346153846
2015,Northern,ST. JOHN HOSPITAL,Nasal Surgery,8,0,1
2015,Northern,ST. JOHN HOSPITAL,Tendon Surgery,0,0,1
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Bladder Surgery,41,185,0.181415929
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Cataract Surgery,207,1167,0.150655022
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Cholecystectomy,64,170,0.273504274
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Dental Surgery,36,135,0.210526316
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Examination Under Anaesthetic,7,20,0.259259259
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Fracture Repair,0,12,0
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Hand/Wrist Surgery,0,19,0
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Hip Replacement,144,194,0.426035503
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Knee Replacement,328,339,0.491754123
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Nasal Surgery,59,54,0.522123894
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Nerve Surgery,0,14,0
2015,Northern,THE UNIVERSITY HOSPITAL OF NORTHERN BRITISH COLUMBIA,Tendon Surgery,8,23,0.258064516
2015,Northern,WRINCH MEMORIAL HOSPITAL,Dental Surgery,0,7,0
2015,Provincial Health Services Authority,B.C. CANCER AGENCY,Examination Under Anaesthetic,0,8,0
2015,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Dental Surgery,7,41,0.145833333
2015,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Examination Under Anaesthetic,0,8,0
2015,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Fracture Repair,0,0,1
2015,Provincial Health Services Authority,B.C. CHILDREN'S HOSPITAL,Tendon Surgery,0,0,1
2015,Provincial Health Services Authority,B.C. WOMEN'S HOSPITAL,Examination Under Anaesthetic,0,6,0
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Bladder Surgery,48,290,0.142011834
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Cataract Surgery,921,3308,0.217781982
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Cholecystectomy,89,176,0.335849057
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Cranial Surgery,5,62,0.074626866
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Dental Surgery,0,10,0
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Facial Bone Reconstruction,0,0,1
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Fracture Repair,5,34,0.128205128
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Hand/Wrist Surgery,12,18,0.4
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Hip Replacement,189,272,0.409978308
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Knee Replacement,349,363,0.490168539
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Nasal Surgery,59,74,0.443609023
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Nerve Surgery,15,44,0.254237288
2015,Vancouver Coastal,LIONS GATE HOSPITAL,Tendon Surgery,0,8,0
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Bladder Surgery,0,0,1
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Cataract Surgery,46,313,0.128133705
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Cholecystectomy,6,36,0.142857143
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Dental Surgery,16,43,0.271186441
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Examination Under Anaesthetic,11,47,0.189655172
2015,Vancouver Coastal,POWELL RIVER GENERAL HOSPITAL,Hand/Wrist Surgery,0,17,0
2015,Vancouver Coastal,RICHMOND HOSPITAL,Bariatric Surgery,15,194,0.071770335
2015,Vancouver Coastal,RICHMOND HOSPITAL,Bladder Surgery,29,185,0.135514019
2015,Vancouver Coastal,RICHMOND HOSPITAL,Cataract Surgery,102,866,0.105371901
2015,Vancouver Coastal,RICHMOND HOSPITAL,Cholecystectomy,67,179,0.272357724
2015,Vancouver Coastal,RICHMOND HOSPITAL,Fracture Repair,0,38,0
2015,Vancouver Coastal,RICHMOND HOSPITAL,Hand/Wrist Surgery,0,16,0
2015,Vancouver Coastal,RICHMOND HOSPITAL,Hip Replacement,104,211,0.33015873
2015,Vancouver Coastal,RICHMOND HOSPITAL,Knee Replacement,258,407,0.387969925
2015,Vancouver Coastal,RICHMOND HOSPITAL,Nasal Surgery,107,312,0.255369928
2015,Vancouver Coastal,RICHMOND HOSPITAL,Nerve Surgery,6,9,0.4
2015,Vancouver Coastal,RICHMOND HOSPITAL,Tendon Surgery,0,19,0
2015,Vancouver Coastal,SECHELT HOSPITAL,Bladder Surgery,0,15,0
2015,Vancouver Coastal,SECHELT HOSPITAL,Cataract Surgery,328,435,0.429882045
2015,Vancouver Coastal,SECHELT HOSPITAL,Cholecystectomy,0,22,0
2015,Vancouver Coastal,SECHELT HOSPITAL,Dental Surgery,10,25,0.285714286
2015,Vancouver Coastal,SECHELT HOSPITAL,Hand/Wrist Surgery,0,23,0
2015,Vancouver Coastal,SECHELT HOSPITAL,Tendon Surgery,0,6,0
2015,Vancouver Coastal,SQUAMISH GENERAL HOSPITAL,Dental Surgery,0,9,0
2015,Vancouver Coastal,SQUAMISH GENERAL HOSPITAL,Fracture Repair,0,30,0
2015,Vancouver Coastal,SQUAMISH GENERAL HOSPITAL,Nasal Surgery,0,8,0
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Bladder Surgery,115,198,0.367412141
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Cholecystectomy,34,63,0.350515464
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Examination Under Anaesthetic,10,13,0.434782609
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Fracture Repair,18,42,0.3
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Hand/Wrist Surgery,52,102,0.337662338
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Hip Replacement,39,86,0.312
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Knee Replacement,64,127,0.335078534
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Nasal Surgery,48,83,0.366412214
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Nerve Surgery,13,34,0.276595745
2015,Vancouver Coastal,ST. PAUL'S HOSPITAL,Tendon Surgery,104,119,0.466367713
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Bladder Surgery,28,175,0.137931034
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Cholecystectomy,83,183,0.312030075
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Dental Surgery,98,280,0.259259259
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Facial Bone Reconstruction,30,202,0.129310345
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Fracture Repair,0,6,0
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Hand/Wrist Surgery,12,68,0.15
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Hip Replacement,389,839,0.316775244
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Knee Replacement,403,862,0.318577075
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Nasal Surgery,158,268,0.370892019
2015,Vancouver Coastal,UBC HEALTH SCIENCES CENTRE,Nerve Surgery,7,39,0.152173913
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Bladder Surgery,0,14,0
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Cholecystectomy,25,76,0.247524752
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Dental Surgery,100,142,0.41322314
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Fracture Repair,0,18,0
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Hand/Wrist Surgery,26,37,0.412698413
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Hip Replacement,108,153,0.413793103
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Knee Replacement,241,172,0.583535109
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Nasal Surgery,29,30,0.491525424
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Nerve Surgery,5,18,0.217391304
2015,Vancouver Island,CAMPBELL RIVER AND DISTRICT GENERAL HOSPITAL,Tendon Surgery,7,29,0.194444444
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Bladder Surgery,20,73,0.215053763
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Cataract Surgery,225,1093,0.170713202
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Cholecystectomy,10,86,0.104166667
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Dental Surgery,38,90,0.296875
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Fracture Repair,0,15,0
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Hand/Wrist Surgery,10,15,0.4
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Hip Replacement,116,95,0.549763033
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Knee Replacement,255,178,0.58891455
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Nasal Surgery,7,88,0.073684211
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Nerve Surgery,9,24,0.272727273
2015,Vancouver Island,COWICHAN DISTRICT HOSPITAL,Tendon Surgery,0,8,0
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Bladder Surgery,0,8,0
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Cataract Surgery,160,654,0.196560197
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Cholecystectomy,17,81,0.173469388
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Dental Surgery,8,41,0.163265306
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Examination Under Anaesthetic,0,18,0
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Hand/Wrist Surgery,0,26,0
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Nasal Surgery,0,0,1
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Nerve Surgery,18,40,0.310344828
2015,Vancouver Island,SAANICH PENINSULA HOSPITAL,Tendon Surgery,7,17,0.291666667
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Bladder Surgery,30,157,0.160427807
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Cataract Surgery,527,1894,0.217678645
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Cholecystectomy,26,108,0.194029851
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Dental Surgery,29,71,0.29
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Fracture Repair,0,11,0
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Hand/Wrist Surgery,0,0,1
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Hip Replacement,94,116,0.447619048
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Knee Replacement,213,209,0.504739336
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Nasal Surgery,19,24,0.441860465
2015,Vancouver Island,ST. JOSEPH'S GENERAL HOSPITAL,Nerve Surgery,0,12,0
